rt,trial_type,trial_index,trial_number,time_elapsed,random_id,stimulus,response,task,word,condition,list,question_order,correct_answer,correct,file_name,participant_id,stimulus_list,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,likert_rating,experiment_about,feel_while_completing,subjective_task_difficulty,technical_issues,feedback,participant_is_group_member
1931,survey-likert,22,12,397482,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Chalk,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1398,survey-likert,23,13,398883,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Project,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2597,survey-likert,24,14,401482,pe2cg045kwa,NA,"{""Q0"":1}",recognition,Pin,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2363,survey-likert,25,15,403849,pe2cg045kwa,NA,"{""Q0"":2}",recognition,Stitch,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2048,survey-likert,26,16,405899,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Fast,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2081,survey-likert,27,17,407982,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Needle,critical,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
4382,survey-likert,28,18,412366,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Stop,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2747,survey-likert,29,19,415115,pe2cg045kwa,NA,"{""Q0"":3}",recognition,Thread,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2465,survey-likert,30,20,417582,pe2cg045kwa,NA,"{""Q0"":1}",recognition,Splinter,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1882,survey-likert,31,21,419465,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Ball,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1398,survey-likert,32,22,420865,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Shoe,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2680,survey-likert,33,23,423547,pe2cg045kwa,NA,"{""Q0"":3}",recognition,Cushion,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
3667,survey-likert,34,24,427215,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Chair,critical,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
3081,survey-likert,35,25,430298,pe2cg045kwa,NA,"{""Q0"":2}",recognition,Floor,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1831,survey-likert,36,26,432131,pe2cg045kwa,NA,"{""Q0"":3}",recognition,Couch,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1765,survey-likert,37,27,433899,pe2cg045kwa,NA,"{""Q0"":3}",recognition,Table,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2164,survey-likert,38,28,436065,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Click: Definitely New,attention_check,none,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2815,survey-likert,39,29,438882,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Fish,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1581,survey-likert,40,30,440465,pe2cg045kwa,NA,"{""Q0"":2}",recognition,Coma,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
4297,survey-likert,41,31,444765,pe2cg045kwa,NA,"{""Q0"":1}",recognition,Sleep,critical,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2649,survey-likert,42,32,447415,pe2cg045kwa,NA,"{""Q0"":3}",recognition,Bed,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1764,survey-likert,43,33,449181,pe2cg045kwa,NA,"{""Q0"":2}",recognition,Chess,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2482,survey-likert,44,34,451665,pe2cg045kwa,NA,"{""Q0"":3}",recognition,Tired,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1514,survey-likert,45,35,453181,pe2cg045kwa,NA,"{""Q0"":2}",recognition,Calm,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1689,survey-likert,46,36,454871,pe2cg045kwa,NA,"{""Q0"":2}",recognition,Hike,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2209,survey-likert,47,37,457082,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Mountain,critical,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2047,survey-likert,48,38,459131,pe2cg045kwa,NA,"{""Q0"":3}",recognition,Peak,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2498,survey-likert,49,39,461632,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Snow,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1831,survey-likert,50,40,463464,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Draw,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1815,survey-likert,51,41,465281,pe2cg045kwa,NA,"{""Q0"":3}",recognition,Hill,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1614,survey-likert,52,42,466898,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Car,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1899,survey-likert,53,43,468798,pe2cg045kwa,NA,"{""Q0"":3}",recognition,Sugar,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2032,survey-likert,54,44,470832,pe2cg045kwa,NA,"{""Q0"":3}",recognition,Sour,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2564,survey-likert,55,45,473398,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Cherry,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
3097,survey-likert,56,46,476498,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Ghost,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2149,survey-likert,57,47,478649,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Door,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
2130,survey-likert,58,48,480781,pe2cg045kwa,NA,"{""Q0"":3}",recognition,Sweet,critical,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1997,survey-likert,59,49,482780,pe2cg045kwa,NA,"{""Q0"":0}",recognition,Salty,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1387,html-keyboard-response,62,50,499470,pe2cg045kwa,<h1>Peak</h1>,s,speed_game,Peak,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1065,html-keyboard-response,64,51,501338,pe2cg045kwa,<h1>Smooth</h1>,s,speed_game,Smooth,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
815,html-keyboard-response,66,52,502958,pe2cg045kwa,<h1>Sleep</h1>,n,speed_game,Sleep,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
715,html-keyboard-response,68,53,504478,pe2cg045kwa,<h1>Bed</h1>,n,speed_game,Bed,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
567,html-keyboard-response,70,54,505848,pe2cg045kwa,<h1>Sweet</h1>,s,speed_game,Sweet,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
773,html-keyboard-response,72,55,507426,pe2cg045kwa,<h1>Click N</h1>,n,speed_attention_check,NA,NA,NA,NA,NA,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
888,html-keyboard-response,73,56,508315,pe2cg045kwa,<h1>Couch</h1>,s,speed_game,Couch,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
1006,html-keyboard-response,75,57,510125,pe2cg045kwa,<h1>Thread</h1>,s,speed_game,Thread,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
624,html-keyboard-response,77,58,511553,pe2cg045kwa,<h1>Rough</h1>,s,speed_game,Rough,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
702,html-keyboard-response,79,59,513059,pe2cg045kwa,<h1>Pin</h1>,n,speed_game,Pin,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
742,html-keyboard-response,81,60,514605,pe2cg045kwa,<h1>Touch</h1>,s,speed_game,Touch,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
522,html-keyboard-response,83,61,515932,pe2cg045kwa,<h1>Hill</h1>,s,speed_game,Hill,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
746,html-keyboard-response,85,62,517482,pe2cg045kwa,<h1>Needle</h1>,s,speed_game,Needle,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
645,html-keyboard-response,87,63,518932,pe2cg045kwa,<h1>Mountain</h1>,s,speed_game,Mountain,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
494,html-keyboard-response,89,64,520231,pe2cg045kwa,<h1>Tired</h1>,s,speed_game,Tired,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
571,html-keyboard-response,91,65,521607,pe2cg045kwa,<h1>Sugar</h1>,s,speed_game,Sugar,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
504,html-keyboard-response,93,66,522915,pe2cg045kwa,<h1>Sour</h1>,s,speed_game,Sour,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
690,html-keyboard-response,95,67,524410,pe2cg045kwa,<h1>Chair</h1>,n,speed_game,Chair,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
598,html-keyboard-response,97,68,525812,pe2cg045kwa,<h1>Table</h1>,s,speed_game,Table,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pe2cg045kwa_1772141993740.csv,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false memory ,fun,"challenge, hard to remember words",no,no,FALSE
33553,survey-text,5,1,235596,peudo7nyzdy,NA,"{""Q0"":""thread"",""Q1"":""knitting"",""Q2"":""cloth"",""Q3"":""point"",""Q4"":""sharp "",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/peudo7nyzdy_1772138090215.csv,koala,stimuli/Cogs 119 List 3.wav,thread,knitting,cloth,point,sharp ,,,,,,,,,,,NA,it was fun ,a little lost as it was hard,the first one was super hard but I bet i can do better in a better setting,no,no,FALSE
18480,survey-text,7,2,281072,peudo7nyzdy,NA,"{""Q0"":""sour"",""Q1"":""candy"",""Q2"":""good"",""Q3"":""cake"",""Q4"":""soft"",""Q5"":""bitter"",""Q6"":""sugar "",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/peudo7nyzdy_1772138090215.csv,koala,stimuli/Cogs 119 List 6.wav,sour,candy,good,cake,soft,bitter,sugar ,,,,,,,,,NA,it was fun ,a little lost as it was hard,the first one was super hard but I bet i can do better in a better setting,no,no,FALSE
18396,survey-text,9,3,326554,peudo7nyzdy,NA,"{""Q0"":""bed"",""Q1"":""doze"",""Q2"":""drowsy"",""Q3"":""yawn"",""Q4"":""nap"",""Q5"":""blanket"",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/peudo7nyzdy_1772138090215.csv,koala,stimuli/Cogs 119 List 5.wav,bed,doze,drowsy,yawn,nap,blanket,,,,,,,,,,NA,it was fun ,a little lost as it was hard,the first one was super hard but I bet i can do better in a better setting,no,no,FALSE
16180,survey-text,11,4,369429,peudo7nyzdy,NA,"{""Q0"":""table"",""Q1"":""sitting"",""Q2"":""bench"",""Q3"":""stool"",""Q4"":""leg"",""Q5"":""sitting"",""Q6"":""desk"",""Q7"":""chair"",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/peudo7nyzdy_1772138090215.csv,koala,stimuli/Cogs 119 List 1.wav,table,sitting,bench,stool,leg,sitting,desk,chair,,,,,,,,NA,it was fun ,a little lost as it was hard,the first one was super hard but I bet i can do better in a better setting,no,no,FALSE
18591,survey-text,13,5,415630,peudo7nyzdy,NA,"{""Q0"":""jagged"",""Q1"":""smooth"",""Q2"":""paper"",""Q3"":""wraggged"",""Q4"":""boarrd"",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/peudo7nyzdy_1772138090215.csv,koala,stimuli/Cogs 119 List 4.wav,jagged,smooth,paper,wraggged,boarrd,,,,,,,,,,,NA,it was fun ,a little lost as it was hard,the first one was super hard but I bet i can do better in a better setting,no,no,FALSE
